structurePerIdRank,formulaRank,ConfidenceScoreExact,ConfidenceScoreApproximate,CSI:FingerIDScore,ZodiacScore,SiriusScoreNormalized,SiriusScore,molecularFormula,adduct,precursorFormula,InChIkey2D,InChI,name,smiles,xlogp,pubchemids,links,dbflags,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
1,1,0,120,0,120,-116,357,,1,000,81,456,C10H21NO5,[M + H]+,C10H22NO5+,JVGJXJFPXBFTJL,"InChI=1S/C10H21NO5/c1-15-5-3-11(4-6-16-2)8-9(12)7-10(13)14/h9,12H,3-8H2,1-2H3,(H,13,14)",4-[Bis(2-methoxyethyl)amino]-3-hydroxybutanoic acid,COCCN(CCOC)CC(CC(=O)O)O,-3,400,82769217,PUBCHEM:(82769217),2,236,149,47,0,775,685521768160562613,685521473720403234,18,
1,6,0,075,0,075,-211,840,,0,000,107,512,C15H12F2N4O3,[M + H]+,C15H13F2N4O3+,IRJQWZWMQCVOLA,"InChI=1S/C15H12F2N4O3/c1-8(13-12(14(22)23)3-2-4-18-13)20-21-15(24)19-11-6-9(16)5-10(17)7-11/h2-7H,1H3,(H,22,23)(H2,19,21,24)",,CC(=NNC(=O)NC1=CC(=CC(=C1)F)F)C2=C(C=CC=N2)C(=O)O,1,800,4486979;53316395;5486793;6125183;6125184;142248943;123626,PUBCHEMANNOTATIONBIO;COCONUT:(CNP0450327);NORMAN:(NS00003816 NS00114699);PUBCHEMANNOTATIONSAFETYANDTOXIC;SUPERNATURAL:(SN0153297);HSDB:(109293-97-2);MESH:(123626 5486793 6125184);PUBCHEM:(4486979 53316395 5486793 6125183 6125184 142248943 123626);DSSTox:(DTXSID301337352 DTXSID8034538 DTXSID9032375);PUBCHEMANNOTATIONDRUG;PUBMED,137559802438,335,095,47,0,779,685521763584576056,685521473779123495,20,
1,2,0,027,0,027,-216,121,,0,046,47,272,C12H18N6O4,[M + Na]+,C12H18N6NaO4+,DZHOOXNMNPJRGD,"InChI=1S/C12H18N6O4/c1-14-10-7-11(17-6(2-13)16-10)18(4-15-7)12-9(21)8(20)5(3-19)22-12/h4-5,8-9,12,19-21H,2-3,13H2,1H3,(H,14,16,17)","(3R,4S,5R)-2-[2-(aminomethyl)-6-(methylamino)purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol",CNC1=C2C(=NC(=N1)CN)N(C=N2)C3C(C(C(O3)CO)O)O,-2,337,53348055;22948626;57560742,PUBCHEMANNOTATIONBIO;PUBCHEM:(53348055 22948626 57560742),16777218,333,130,47,0,783,685521753530827682,685521473955284278,24,
1,1,0,064,0,064,-292,088,,1,000,60,585,C10H16N2O5,[M + H]+,C10H17N2O5+,VYDAYIZJJUOQMT,"InChI=1S/C10H16N2O5/c1-2-6(5-13)4-12-9(15)8(14)3-7(11)10(16)17/h2,4,7-8,13-14H,1,3,5,11H2,(H,12,15)(H,16,17)",Pinnatanine,C=CC(=CNC(=O)C(CC(C(=O)O)N)O)CO,-3,800,101316825;53467538;163094407;163094408;163094409;163195570;76036217,PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0415627);HMDB:(HMDB0029439);CHEBI:(143049);LIPIDMAPS:(LMFA01050445);SUPERNATURAL:(SN0403222);PUBCHEM:(101316825 53467538 163094407 163094408 163094409 163195570 76036217);DSSTox:(DTXSID501168844);LOTUS:(Q105298899 Q104399871 Q105298898 Q105298897);PUBCHEMANNOTATIONDRUG:(null),139908349994,245,113,47,0,786,685521743812623041,685521473896564017,23,
1,1,0,455,0,460,-77,708,,1,000,93,032,C9H19NO4,[M + H]+,C9H20NO4+,QDVBBPWKDNROPR,"InChI=1S/C9H19NO4/c1-10(2,3)7-8(6-9(12)13)14-5-4-11/h8,11H,4-7H2,1-3H3/p+1",[3-Carboxy-2-(2-hydroxyethoxy)propyl]-trimethylazanium,C[N+](C)(C)CC(CC(=O)O)OCCO,-1,000,89759194,PUBCHEM:(89759194),2,206,139,48,0,794,685521743481272916,685521474064336192,29,
1,4,0,028,0,028,-318,602,,0,001,64,943,C19H28N4O12,[M + Na]+,C19H28N4NaO12+,ZIPDYNXDAKWQAM,"InChI=1S/C19H28N4O12/c1-20-16(24)32-8-3-28-14-10(5-30-12(8)14)34-18(26)22-7-23-19(27)35-11-6-31-13-9(4-29-15(11)13)33-17(25)21-2/h8-15H,3-7H2,1-2H3,(H,20,24)(H,21,25)(H,22,26)(H,23,27)","[(3aR,6aR)-3-(methylcarbamoyloxy)-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-6-yl] N-[[[(3aR,6aR)-3-(methylcarbamoyloxy)-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-6-yl]oxycarbonylamino]methyl]carbamate",CNC(=O)OC1COC2C1OCC2OC(=O)NCNC(=O)OC3COC4C3OCC4OC(=O)NC,-1,800,118968866;118968867;122675456,PUBCHEM:(118968866 118968867 122675456),2,527,159,48,0,794,685521761198016660,685521473837843756,22,
1,1,0,301,0,301,-24,533,,1,000,27,520,C24H42O21,[M + Na]+,C24H42NaO21+,JFISLVOULYSJEI,"InChI=1S/C24H42O21/c25-1-6-10(30)12(32)15(35)21(39-6)42-18-8(3-27)40-22(16(36)13(18)33)43-19-9(4-28)41-23(17(37)14(19)34)45-24(5-29)20(38)11(31)7(2-26)44-24/h6-23,25-38H,1-5H2","2-({6-[(6-{[3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy}-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl)oxy]-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl}oxy)-6-(hydroxymethyl)oxane-3,4,5-triol",C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4(C(C(C(O4)CO)O)O)CO)CO)CO)O)O)O)O,-7,976,101342904;91850252;91852631;73037285;11636056;57932000,COCONUT:(CNP0172525);SUPERNATURAL:(SN0163937);PUBCHEM:(101342904 91850252 91852631 73037285 11636056 57932000),3145730,689,211,48,0,795,685521746828328733,685521474118862149,30,
1,1,0,023,0,023,-262,453,,1,000,68,188,C7H12BNO4S,[M + H]+,C7H13BNO4S+,XBYNOGQIPFLIEA,"InChI=1S/C7H11BNO4S/c10-7(9-5-8(11,12)13)4-6-2-1-3-14-6/h1-3,11-13H,4-5H2,(H,9,10)/q-1",Trihydroxy-[[(2-thiophen-2-ylacetyl)amino]methyl]boranuide,[B-](CNC(=O)CC1=CC=CS1)(O)(O)O,0,884,445711,PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(445711),16777218,217,069,48,0,798,685521775148273999,685521474177582410,32,
1,1,0,159,0,334,-82,303,,1,000,26,362,C13H24O11,[M + Na]+,C13H24NaO11+,ZQPVHVKWCGZNDW,"InChI=1S/C13H24O11/c1-21-12-10(19)9(18)7(16)5(24-12)3-22-13-11(20)8(17)6(15)4(2-14)23-13/h4-20H,2-3H2,1H3","2-(hydroxymethyl)-6-[(3,4,5-trihydroxy-6-methoxyoxan-2-yl)methoxy]oxane-3,4,5-triol",COC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O,-4,200,101053408;101072271;101072523;101094442;101188953;101246778;5288760;58283927;102064125;101754111;101754112;101754113;102498555;101931961;162937440;92132372;69030580;69079620;71719661;11024690;11152467;10808238;10926361;10948259;13093573;13093580;13093581;13093585;130008;3600220;11581224;11772676;11792647;54561131;54561132;68982979,PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0207643);HMDB:(HMDB0252695);BloodExposome:(13093581);SUPERNATURAL:(SN0477674);MESH:(130008 5288760 13093580);PUBCHEM:(101053408 101072271 101072523 101094442 101188953 101246778 5288760 58283927 102064125 101754111 101754112 101754113 102498555 101931961 162937440 92132372 69030580 69079620 71719661 11024690 11152467 10808238 10926361 10948259 13093573 13093580 13093581 13093585 130008 3600220 11581224 11772676 11792647 54561131 54561132 68982979);DSSTox:(DTXSID001000164 DTXSID201212741 DTXSID30148328);LOTUS:(Q104391024);PUBMED:(null),137731506254,379,122,48,0,800,685521791006939165,685521474286634324,39,
1,1,0,374,0,374,-140,728,,1,000,98,127,C12H23NO8,[M + H]+,C12H24NO8+,RVQKKAGYGVTHJB,"InChI=1S/C12H23NO8/c1-5(16)7(3-14)20-12-9(13-6(2)17)11(19)10(18)8(4-15)21-12/h5,7-12,14-16,18-19H,3-4H2,1-2H3,(H,13,17)","N-{2-[(1,3-dihydroxybutan-2-yl)oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl}acetamide",CC(C(CO)OC1C(C(C(C(O1)CO)O)O)NC(=O)C)O,-2,900,101354549;162985410;162985411;91855220,COCONUT:(CNP0257880);SUPERNATURAL:(SN0336504);PUBCHEM:(101354549 162985410 162985411 91855220);LOTUS:(Q105246222),271581186,310,150,48,0,801,685521747277119373,685521474232108367,38,
1,1,0,058,0,058,-231,689,,1,000,200,279,C12H22N2O7,[M + H]+,C12H23N2O7+,WEAGJSCGQDTQRE,"InChI=1S/C12H22N2O7/c1-3-4-13-12(19)21-11-8(14-6(2)16)10(18)9(17)7(5-15)20-11/h7-11,15,17-18H,3-5H2,1-2H3,(H,13,19)(H,14,16)",2-(Acetylamino)-2-Deoxy-1-O-(Propylcarbamoyl)-Alpha-D-Glucopyranose,CCCNC(=O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C,-1,300,24779679,PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(24779679);PUBMED:(null),16777282,307,150,48,0,803,685521784128279848,685521474391491934,42,
1,3,0,057,0,057,-257,405,,0,007,34,243,C17H22BFN2O4,[M + H]+,C17H23BFN2O4+,PMIQYWPHVYZVCA,"InChI=1S/C17H22BFN2O4/c1-11(2)24-18(25-12(3)4)14-7-5-13(6-8-14)9-21-10-15(19)16(22)20-17(21)23/h5-8,10-12H,9H2,1-4H3,(H,20,22,23)","1-[[4-Di(propan-2-yloxy)boranylphenyl]methyl]-5-fluoropyrimidine-2,4-dione",B(C1=CC=C(C=C1)CN2C=C(C(=O)NC2=O)F)(OC(C)C)OC(C)C,2,934,153604054,PUBCHEM:(153604054),2,348,176,48,0,804,685521775982940661,685521474441823587,44,
1,1,0,154,0,154,-188,676,,1,000,32,623,C11H21NO7,[M + H]+,C11H22NO7+,CQTVPUAVOZUFIU,"InChI=1S/C11H21NO7/c1-2-19-5-3-4-12-11(18)10(17)9(16)8(15)7(14)6-13/h2,7-10,13-17H,1,3-6H2,(H,12,18)","N-(3-ethenoxypropyl)-2,3,4,5,6-pentahydroxyhexanamide",C=COCCCNC(=O)C(C(C(C(CO)O)O)O)O,-2,700,140572940,PUBCHEM:(140572940),2,280,139,48,0,804,685521747184844650,685521474341160281,40,
1,1,0,039,0,039,-279,222,,1,000,64,887,C11H18N2O5,[M + H]+,C11H19N2O5+,WUVXPLRYCUOGTJ,"InChI=1S/C11H18N2O5/c1-11(2,3)18-10(17)13-6-4-12(5-7-13)8(14)9(15)16/h4-7H2,1-3H3,(H,15,16)",(4-Boc-piperazin-1-yl)-oxo-acetic acid,CC(C)(C)OC(=O)N1CCN(CC1)C(=O)C(=O)O,0,300,17750355;26597315,PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(17750355 26597315);DSSTox:(DTXSID00590456),137506062338,259,129,48,0,805,685521763832040055,685521475029026202,64,
1,1,0,399,0,399,-157,038,,0,481,3,979,C15H27NO11,[M + Na]+,C15H27NNaO11+,PKPZITUQXLANSE,"InChI=1S/C15H27NO11/c1-5(19)16-8-10(21)13(7(4-18)26-14(8)24-2)27-15-12(23)11(22)9(20)6(3-17)25-15/h6-15,17-18,20-23H,3-4H2,1-2H3,(H,16,19)",L-All(a1-4)L-GulNAc(a)-O-Me,CC(=O)NC1C(C(C(OC1OC)CO)OC2C(C(C(C(O2)CO)O)O)O)O,-4,200,101182170;21668360;21668362;101333036;84973162;154473360;10408491;69415899;71719668;121278407;13870719;11406833;10905443;10992961;117713713;71490546;132571705,PUBCHEMANNOTATIONBIO:(null);CHEBI:(62124 62284);PUBCHEM:(101182170 21668360 21668362 101333036 84973162 154473360 10408491 69415899 71719668 121278407 13870719 11406833 10905443 10992961 117713713 71490546 132571705);DSSTox:(DTXSID901143456);PUBMED:(null),137455730786,420,148,48,0,805,685521764100475578,685521475192604073,84,
1,2,0,036,0,036,-298,929,,0,331,36,376,C13H24N2O7,[M - H2O + H]+,C13H23N2O6+,YJLZCTUCXYJAAG,"InChI=1S/C13H24N2O7/c1-7(17)15-10-12(20)11(19)8(6-16)22-13(10)21-5-3-2-4-9(14)18/h8,10-13,16,19-20H,2-6H2,1H3,(H2,14,18)(H,15,17)","5-[(2R,5R)-3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypentanamide",CC(=O)NC1C(C(C(OC1OCCCCC(=O)N)CO)O)O,-2,500,134462311;155294466;149369220,PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(134462311 155294466 149369220),16777218,303,155,48,0,805,685521750947136067,685521475515565511,98,
1,2,0,311,0,361,-58,182,,0,141,25,537,C12H22O10,[M + Na]+,C12H22NaO10+,VSRVRBXGIRFARR,"InChI=1S/C12H22O10/c1-3-5(14)7(16)9(18)12(20-3)22-10-8(17)6(15)4(2-13)21-11(10)19/h3-19H,2H2,1H3",Neohesperidose,CC1C(C(C(C(O1)OC2C(C(C(OC2O)CO)O)O)O)O)O,-3,700,95162390;95162391;95162392;96559682;9927340;53319148;53477647;163055440;5184980;5288275;154497078;21063707;97049941;97049942;156615175;56609972;126969116;56845990;70793475;25061462;91846820;91847012;91848093;91848192;91848700;91848742;91849602;91849703;91849727;91850224;91851260;91854515;91859019;91859571;91861257;91862871;46190835;29980572;45266829;441426;46781665;12313175;12313177;12313180;12313181;71316999,PUBCHEMANNOTATIONBIO;HMDB:(HMDB0029523 HMDB0302540);BloodExposome:(53477647 441426);SUPERNATURAL:(SN0399031);FooDB:(FDB005055);PUBCHEM:(95162390 95162391 95162392 96559682 9927340 53319148 53477647 163055440 5184980 5288275 154497078 21063707 97049941 97049942 156615175 56609972 126969116 56845990 70793475 25061462 91846820 91847012 91848093 91848192 91848700 91848742 91849602 91849703 91849727 91850224 91851260 91854515 91859019 91859571 91861257 91862871 46190835 29980572 45266829 441426 46781665 12313175 12313177 12313180 12313181 71316999);COCONUT:(CNP0341118);METACYC:(CPD197R-10);CHEBI:(152044 59280 147569 150174 151670 153969 154750 62857 61529 73992 151754 155103 147475);KEGG:(C08244);DSSTox:(DTXSID001220926 DTXSID20937829 DTXSID70409263);LOTUS:(Q3347120);PUBCHEMANNOTATIONDRUG;PUBMED;KNAPSACK:(VSRVRBXGIRFARR-UHFFFAOYSA-N),138301933946,349,111,48,0,805,685521761709721831,685521474810922374,55,
1,2,0,205,0,205,-123,915,,0,117,29,509,C19H34O16,[M + Na]+,C19H34NaO16+,DCXPDWNLLMVYGH,"InChI=1S/C19H34O16/c1-30-17-15(29)16(35-19-14(28)12(26)9(23)6(3-21)33-19)10(24)7(34-17)4-31-18-13(27)11(25)8(22)5(2-20)32-18/h5-29H,2-4H2,1H3","2-{[3,5-dihydroxy-2-methoxy-6-({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-4-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol",COC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)OC3C(C(C(C(O3)CO)O)O)O)O,-5,800,101084699;101084700;101084701;101260564;101357645;162367389;5288759;53753671;53753672;4523537;69905365;101555461;162977768;162977769;162977770;162977771;70877302;3010288;71716016,PUBCHEMANNOTATIONBIO;COCONUT:(CNP0249690);SUPERNATURAL:(SN0062427);MESH:(4523537 5288759);PUBCHEM:(101084699 101084700 101084701 101260564 101357645 162367389 5288759 53753671 53753672 4523537 69905365 101555461 162977768 162977769 162977770 162977771 70877302 3010288 71716016);DSSTox:(DTXSID10403922);PUBMED,137458876486,541,174,48,0,807,685521791652862043,685521475133883812,79,
1,2,0,230,0,230,-128,917,,0,500,110,446,C11H15NO6,[M + H3N + H]+,C11H19N2O6+,GWLNBNLWUNLQLU,InChI=1S/C11H15NO6/c1-14-7-6(12-13)8(15-2)10(17-4)11(18-5)9(7)16-3/h1-5H3,"1,2,3,4,5-Pentamethoxy-6-nitrosobenzene",COC1=C(C(=C(C(=C1OC)OC)OC)OC)N=O,1,200,71406801,PUBCHEM:(71406801);DSSTox:(DTXSID90827400),137438953474,275,124,48,0,807,685521791350872133,685521474970305941,63,
1,1,0,052,0,052,-143,931,,1,000,56,945,C11H23NO5,[M + H]+,C11H24NO5+,FMLOTGGIHAYZLW,"InChI=1S/C11H23NO5/c1-11(2,3)17-10(14)12-4-6-15-8-9-16-7-5-13/h13H,4-9H2,1-3H3,(H,12,14)",tert-Butyl (2-(2-(2-hydroxyethoxy)ethoxy)ethyl)carbamate,CC(C)(C)OC(=O)NCCOCCOCCO,-0,100,15742132;140964059,PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(15742132 140964059);DSSTox:(DTXSID00577803),137506062338,250,165,48,0,807,685521789379549116,685521474496349544,45,
1,1,0,418,0,418,-123,261,,0,987,65,799,C12H17N5O4,[M + H]+,C12H18N5O4+,NKAZPPULGJTBBY,"InChI=1S/C12H17N5O4/c1-3-4-13-11-14-9-8(17(11)5-7(19)6-18)10(20)15-12(21)16(9)2/h3,7,18-19H,1,4-6H2,2H3,(H,13,14)(H,15,20,21)","7-[(2S)-2,3-dihydroxypropyl]-3-methyl-8-(prop-2-enylamino)purine-2,6-dione",CN1C2=C(C(=O)NC1=O)N(C(=N2)NCC=C)CC(CO)O,-1,000,7033361;7033362;3103866,SUPERNATURAL:(SN0247694);PUBCHEM:(7033361 7033362 3103866),1048578,296,135,48,0,808,685521822480998400,685521474550875501,47,
1,1,0,115,0,115,-261,320,,0,994,38,643,C13H24N2O7,[M + H]+,C13H25N2O7+,YJLZCTUCXYJAAG,"InChI=1S/C13H24N2O7/c1-7(17)15-10-12(20)11(19)8(6-16)22-13(10)21-5-3-2-4-9(14)18/h8,10-13,16,19-20H,2-6H2,1H3,(H2,14,18)(H,15,17)","5-[(2R,5R)-3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypentanamide",CC(=O)NC1C(C(C(OC1OCCCCC(=O)N)CO)O)O,-2,500,134462311;155294466;149369220,PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(134462311 155294466 149369220),16777218,321,166,49,0,808,685521820127993554,685521474857059723,59,
1,3,0,354,0,354,-227,412,,0,007,7,987,C13H25N5O4,[M + Na]+,C13H25N5NaO4+,ZXLOXFMPVIZJFC,"InChI=1S/C13H25N5O4/c1-6(14)10(19)16-8(3)12(21)18-9(4)13(22)17-7(2)11(20)15-5/h6-9H,14H2,1-5H3,(H,15,20)(H,16,19)(H,17,22)(H,18,21)",H-Ala-Ala-Ala-Ala-NHMe,CC(C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)NC)N,-1,700,124220272;59335292,PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(124220272 59335292),16777218,338,181,49,0,809,685521819196857829,685521474647344503,49,
